Tweet	Country	Topic	Sentiment	Sentiment_Expression	Sentiment_Target
طليق هيفا وهبي يعني من زمان وما تسوي منشن لهيفا لانو هي ما رح تشوف ولا تحكي لانو اخر همها والله☺️💗. https://t.co/2Hor1tsaZn	lebanon	entertainment	negative	explicit	طليق هيفا وهبي
اول شي العنصري ما في يكون وطني.. ثاني شي ، من حق النازحين السوريين ان يعودوا الى سورية..هذا من حقهم!! لكن ليس من حقن… https://t.co/Qma6AEIN6S	lebanon	politics	negative	explicit	العنصري ما في يكون وطني
@hahssnn واحد جان يحجي بالموبايل و كسر عليه 🤬. ردنه نتلاطم الا شوية 🤯	jordan	personal	negative	explicit	ردنه نتلاطم الا شوية
الأمير #خالد_الفيصل حفظه الله يستلم أول تذكرة. لـ #قطار_الحرمين تحمل اسمه في رحلته التجريبية الأولى من جدة إلى مكة.… https://t.co/cLe2GfbhGt	palestine	politics	positive	explicit	قطار_الحرمين
يعني البنت اذا كانت دكتورة ب هارفرد ولا اذا كانت تلات رباع أمية . اجباري بدها تكون حاطة لايك ع صور أدوات تمليس الشعر وتظبيط الحواجب والأحذية	lebanon	personal	negative	explicit	 البنت
الأم هي ريحانة الدنيا وجنة الآخرة فأسقها بالكلام الطيب والمعاملة الحسنه وأكرمها وأسعى على رضاهاحتى تحصد أعلى الجنان بدعوة منها🌹صباحكم بروحب🌹	palestine	personal	very_positive	explicit	الأم هي ريحانة الدنيا
@bdoo_35 @aq1___ مقوله (محد يدوم لآحد) ماتشملني . انا ابقى عمر لشخص اللي يقدرني . #بدور🌸🕊المقصود فيها عدم الدوم والبقاء هو المفارقه بالموت	jordan	personal	positive	implicit	محد يدوم لآحد
شو حلو كل هالتضامن العربي و الحماس كرمال تتأهل سوريا ع كأس العالم!. الله يديم هالمحبة دايماً و انشالله يارب ما نخذلكن!❤	lebanon	sports	very_positive	explicit	شو حلو كل هالتضامن العربي
الإعلامي العراقي سفيان السامرائي في تغريدة قبل عام من الآن يتنبأ بما يحدث الآن بعد تولي ميشيل عون رئاسة #لبنان .… https://t.co/bYFi7RJv8s	palestine	politics	neutral	none	none
لأجل أن تكون ثيابنا نظيفة الأجدى حرماننا من #كاس_العالم_حيوحشنا ونطهر رياضتنا من الظلم والفساد المتفشي لعقود طويلة ومبدأ العدل هو الفيصل🇸🇦	palestine	sports	negative	explicit	#كاس_العالم_حيوحشنا
كنّا نستلم ١٧٪ من ميزانية العراق لكي ندير بها إقليم كوردستان اما حكومة بغداد تسرق ٨٣٪ من الميزانية بدون ان تقدم للشعب أية خدمات للمحافظات	jordan	politics	very_negative	explicit	إقليم كوردستان
"يوم ترسموا عمري سنتين ونص ولما حبيتهم عمري 9 سنوات 💙💙💕 والف من 5سنوات بس الف متفاعلة من 3 سنوات . ""بعرف كله ارقام😁😁""… https://t.co/2FrAnKqksl"	jordan	personal	very_positive	explicit	عمري 9 سنوات
السعودية؛ قررت غلق المنافذ الحدودية البرية والبحرية والجوية على أساس أنها كانت مفتوحه إعلموا يابغاة العالم لن تستطيعوا أن تركعوا اليمن	jordan	politics	negative	explicit	لن تستطيعوا أن تركعوا اليمن
#كاس_العالم_حيوحشنا_١١رمز الكل يعتبرك رمز حب وعشق الاهلي من الصغر لايوجد شخص عشق الاهلي مثله ودعمه لايعد ولايحصى https://t.co/awipj5lu0R	palestine	sports	very_positive	explicit	عشق الاهلي
تابع الدخان . قال الله تعالى :(بل هم في شك يلعبون*فارتقب يوم تأتي السماء بدخان مبين*يغشى الناس هذا عذاب أليم *ربنا أكشف عنا العذاب انا مؤمنون	lebanon	religions	neutral	none	none
عزيزي المواطن اللبناني من فوائد الحرب أنك رح تخلص من كل ديونتك من البنك😂😂 ورح تقتل جارك يلي صارع راسك بموتير المي😂😂… https://t.co/M7cnXkMeDT	syria	politics	very_negative	explicit	المواطن اللبناني
التحكم المروري: جريح نتيجة انقلاب سيارة على بولفار سن الفيل تقاطع الاتحاد باتجاه الصالومي وحركة المرور ناشطة في المحلة	lebanon	news	negative	explicit	جريح نتيجة انقلاب سيارة
اسواء لاعب كريستيانو ومسجل هدف واحد ولااحد يقدر يسبه او ينتقده من جمهور السبك الدون حاطين حيلهم ع بن زيما المسكين	jordan	sports	negative	explicit	اسواء لاعب كريستيانو
@elissakh يتمنى من كل اللي كانوا عم يحكوا اليوم انو اليسا ما شجعت المنتخب السوري يشوفوا ... و ما يحللو عزوقن تاني م… https://t.co/ddipFgH0pQ	lebanon	sports	negative	explicit	ما يحللو عزوقن تاني
رغم مرض بنته واصل وكما مع الفريق للاخر الراجل ده يستحق اننا تدعمه مش ننتقده	jordan	sports	very_positive	explicit	رغم مرض بنته واصل
ولا يكون الايمان صحيحا من مؤمن إلا من بعد علمه بحال من يؤمن به كما قال الله تبارك وتعالى : « إلا من شهد بالحق وهم ي… https://t.co/UUvWwEhbBe	lebanon	religions	neutral	none	none
كلامي مش معمم عالكل ومش كل الآباء مناح، بس كمان ما بيعطي الحق لحدا من الجنسين انه يذم بالتاني ب أي شكل من الأشكال https://t.co/O3Zmk5mYQj	syria	personal	neutral	none	none
الجرح فوق الجرح يصعب دواءه ، و الهم فوق الهم يلحقه الملل ، المقفي لا انا اتبع خطأه، و الزعل م عمره يمحي زلل	jordan	personal	negative	explicit	الجرح فوق الجرح يصعب دواءه
جنبلاط ممتعضا من استقالة الحريري:مهما كانت الصعوبات التضحية لحد ادنى من الوفاق يجب ان تكون الاساس لاجل لبنان فحياة المرء فمرهونة بالاقدار.	lebanon	politics	negative	explicit	جنبلاط ممتعضا من استقالة الحريري
@Ahmar_LBCI @Malekmaktabi اسلوب مالك كيف عم يخلي تيا تحكي عن وجعا بوعي وتقبلها للظروف اكبر من عمرا، شي مؤثر الله لا يفرق حدا 👍 #نجمتي_أنا	lebanon	entertainment	positive	explicit	تيا تحكي عن وجعا
اتمنى ارسال لجنة لمستشفى حقل العام بمنطقة تبوك والتحقيق في أمره .. نريد مستشفى تصلح للبشر وليس للحيوانات . SaudiMOH@… https://t.co/QrNs5g0yIb	jordan	personal	very_negative	implicit	مستشفى حقل العام بمنطقة تبوك
في خطاط كبير بالعمر كان بنشاط بيروت من دون سيارات قال إجا عالنشاط وعرض إنتاجه ليبعد الناس عن الواتساب. ما بعرف شو العلاقة؟	lebanon	personal	neutral	none	none
السيد د. العبادي المحترم. محاربة الفساد بالتعامل المباشر مع المواطنين بحقهم بالحصول على حقهم بالثروه وليس عن طريق الاحزاب	syria	politics	positive	explicit	حقهم بالحصول على حقهم بالثروه
"وزارة الاثار ومنقبون يطالبون بعدم اعادة تشييد جامع النبي يونان ""يونس"" وذالك للتنقيب فيه قبل ان يطمرو الانفاق الاثرية ، طلع الجامع اشوري"	syria	news	neutral	none	none
"3__(فسبح بحمد ربك واستغفره انه كان توابا):""اذكر ربك الذي حقق وعده بنصرك. واشكره لهداية الناس للأسلام واسأله الصفح عنك انه كثير القبول للتوبة"	syria	religions	neutral	none	none
قطر تتغلب على لبنان بثنائية نظيفة في تصفيات أسيا للشباب وتتساوي بالنقاط والأهداف مع منتخبنا https://t.co/BcR6s1WfOs	jordan	sports	neutral	none	none
@oWll3pVNIh9bM9e من نجوم في انفاس ترا الغيوم ووجود طيب تخطي الحدود ونبرت قلم يكفي الوجود للمسا نوره فوق النجوم مسا… https://t.co/6aUAfBWZyC	lebanon	personal	neutral	none	none
لا وأكثر من هيك هناك من يتحدث عن خدمات تقدمها الدولة تستدعي فرض ضرائب لتأمينها! غريب السلطة كيف بتقلب الانسان ١٨٠ درجة! #بخصوص_النهب_والفساد	lebanon	politics	negative	explicit	بخصوص_النهب_والفساد
المرابطون يواجهون الاحتلال دفاعا عن حرية العبادة في المسجد الاقصل. تجدد عدوان الاحتلال الاستيطاني على المسجد الاقصى… https://t.co/yK1M0FOKna	syria	politics	neutral	none	none
عندما ننتهي من داعش بن سعود في العراق وسورية يجب بسرعه التوجه لليمن الشقيق لقتل سعود ويختلط دمنا بدم العفاشين والحوثيين لنطهر أرضنا منهم	jordan	politics	very_negative	explicit	داعش بن سعود
بصراحة ال @mtvlebanon بينت اليوم علناً انو هي ضد طائفة معينة وحزب الله وبتحرض عليهن اكتر من اسرائيل عيب! فئة دمكن S… https://t.co/nhS6HFa2Wn	lebanon	politics	negative	explicit	ضد طائفة معينة وحزب الله
