sentiment,txt
0, سماج +ه سماج +ه ووالله  البنانيين  دم +هم ثقيل  مر +ه
0, رب  فعل  صغير  يستعظم +ه غير +ك و  خاصه  ان  كنت  تمثل  ال+ اسلام
1, ال+ خشوع  امر  مهم  جدا  في  ال+ صلاه
1, تفاءل  ب+ ال+ خير  تجد +ه
1, افتح  قلب +ك ل+ ال+ عالم
1, اللهم  ب+ اركي  في +ه و+ اهدي  كل  مسلم  ل+ طريق  ال+ نور
1, شعوب  تافه +ه هم +ها ال+ حياه  ال+ دنيا  .  .  .  ف+ كروا  في  نهايه +كم
0, و+ الله  عيب  بهدلتو  حال +كم
0, سخيفه
0, اقترح  تحويل +هم الي  طبيب  نفس +ي و  ليس  الي  ال+ قضاء
0, ربنا  يصلح  احوال +نا يا  رب  ظاهرا  و  باطن
1, س+ نبقي  نذكر  دوله  ال+ شهيد  و+ صفي  ال+ تل  الذي  كان  رءيسا  ل+ ال+ وزراء  و  حبيبا  ل+ ال+ فقراء
0, ال+ غلط  مو  من  ال+ مشاركين  ال+ غلط  من  نفس  ال+ برنامج  ال+ مفروض  تكون  في  مرحل +ه فرز  في  ال+ بدايه  قبل  لايطلعو  ال+ هواء
0, بد +ي اروح  عمره  الله  ييسر
1, كلام  سليم  و+ ال+ صراحه  راح +ه
1, اللهم  ان +ي اقسمت  علي +ك بك  ان  تهدي  شباب  ال+ مسلمين  و+ تنور  قلوب +هم كما  انعمت  علي  طارق  ب+ نعمه  ا  لا  س  لا  م
1, يتسابقون  الي  جهنم  .  .
0, ارحمونا  صر +نا نصف  ال+ سياره  و  نطلع  ب+ ال+ باص  حرام  علي +كم
0, تفاءلوا  ب+ ال+ خير  تجدوا +ه
1, اللهم  اغفر  ل +نا انا  كنا  ظالمين  و  ادخلنا  ال+ جنه  سالمين
1, ربنا  يكرم +ك علي  سعي +ك و+ حب +ك ل+ ال+ مساعده
1, هبل  !  !  !
0, امين  يا  رب
0, ال+ حمد  ل+ الله  الذي  ب+ نعمه +ه تتم  ال+ صالحات  حمدا  غير  منقطع
1, هذا  لا  يعني  خلو +ها من  ال+ اشكال  المصديه
0, كل  ال+ نسخ  ال+ عربيه  والجنبيي  كل +ه تمثيل  في  تمثيل  مسخر +ه و+ عقول  تاقهه
0, كاميرا  خفيه  في  ال+ انحطاط  ال+ اخلاقي
0, قرف  يعيع
0, هذا  هو  ال+ حب  ال+ اصيل  ال+ وفي  ب+ كل  معني  ال+ وفاء
1, لعن +كم الله  جهنم  و+ بءس  ال+ مصير  ايها  ال+ عازفون
0, هذه  مشكله  الذي  يغني  كثيرا  في  ال+ حمام  و+ يتصور  ان +ه اصبح  مطرب
0, مش  عارف  كيف  ال+ ناس  بتحبك  يا  زلم +ه ?
0, انا  مع +ك ب+ ان  دين  ال+ اسلام  ل+ كل  ال+ ناس  و+ في  كل  زمان  و+ مكان
1, حبه  بنادول
0, شو  عادي  يزم  انتا  ما  عند +ك دم  و+ نخو +ه يزم  انتا  مش  بني  ادم  تري  ورح  طير
0, اللهم  ان +ي استغفر +ك من  كل  ال+ ذنوب  و+ ال+ معاصي  و+ اتوب  الي +ك
1, عذبت  ام  ال+ عود
0, كل  واحد  حرامي  و  ما  ب+ همو  مصلحه  ال+ مسكين  ال+ مواطن  الي  بشتغل  14  ساعه  ب  6  دنانير
0, جميله  ال+ معاني  ال+ مجرده  التي  تنزوي  عند  ال+ تطبيق
1, اصوات +هم مع  ال+ توتر  خربت
0, فعلا  احس  في  نفس +ي دلل +ك
1, انبسط  يا  عم  و  افرح
1, يجب  وضع  كل  من  تسول  ل +ه نفسه  مجرد  ان  يعمل  اي  تصرف  لا  يليق  ب+ ال+ اردن  ان  يسجن  و  يسجن  شيء  مخزي  شويه  همل  و  زعران  يخربوا  ال+ جامعات  و  سمعه  ال+ بلد
0, اذا  ال+ يابان  اكلت  هوا  من  ال+ نووي  كيف  اح +نا
0, اصبحنا  و  اصبح  ال+ ملك  ل+ الله  .  اللهم  ل +ك ال+ حمد  .  .  احييت +نا بعد  ما  متنا  و  الي +ك ال+ نشور
1, احسنت  كلام  دقيق  جد
1, ال+ اولي  من  تغيير  ال+ عالم  تغيير  ال+ نفس  التي  ب+ داخل +نا
1, كلام  جي  في  وقت +ه
1, ان  الله  لا  يتخل  عن  عباد +ه ابدا
1, اموت  فيج  رويد +ه
0, اللهم  زي +نا ب+ ال+ خلق  ال+ حسن  و  ارزقنا  ال+ امانه  و  نظافه  ال+ قلب  و  ال+ لسان  امين
1, صبح +ك الله  ب+ ال+ خير
1, ربنا  اصلح  احوال +نا
1, يلعن  ابو +ك
0, لازم  اخر  ما  توصل  الي +ه ال+ عقل  ال+ بشري  من  غباء  اخو +كم حمزه  اللهواني  من  ال+ اردن
0, سوريا  تعرضت  ل+ مءامره  و+ ال+ امر  ال+ محزن  ان  و+ ل+ اد  سوريا  انزلقو  ف+ ال+ مءامره  هاذي  و+ ال+ شنيعه
0, ال+ بسمه  سر  من  اسرار  ال+ حياه
1, ليش  ال+ طلاب  فاضين  يعملو  مشاكل  فاضين  ل+ ال+ دراسه  يعني  ما  عند +هم وقت  فراغ  ل+ ال+ مشاكل
0, ال+ حب  بين  ال+ زوجين  اوسع  ابواب  ال+ سعاده
1, ال+ نيه  دايما  بتكون  موجوده  و+ رب +نا ال+ معين
1, و+ هاد  ال+ لي  بخبص  حك +ي ملوش  مع +نا ابن  مين  هاد
0, يا  الله  كلام +ك بلسم
1, الله  يسامحك  حبيبتي  افهمتيني  غلط
0, يارب  توب  علي +نا و+ ساعد +نا نتوب  و+ بصر +نا ب+ عيوب +نا لان  ساعات  كتير  بننسه
1, هيك  بد +هم ال+ خونه  اتباع  ايران  (  ال+ اخوان  ال+ مفسدون  )  .
0, يا  عالم  النواوي  خطير  (  ب+ حرق  ال+ اخضر  و  ال+ يابس  )  غلطه  واحد +ه كارث +ه
0, امين
1, لا  وحد +ه مع  ال+ قران  هو  انيسي  ام  ال+ غرام  ف+ لا  احتاج +ه مطلقا
1, اه  لو  لا  ال+ قران  ل+ قلت  (  ان  انكر  ال+ اصوات  ل+ هذه  ال+ اصوات  )
0, وهاي  ال+ مضروبه  جايخه  علي  و+ ين
0, انته  و+ المع +ك كل +هم سافلين  و+ وقحين
0, لا  يغير  الله  ما  ب+ قوم  حتي  يغيروا  ما  ب+ انفس +هم
1, صباح  ال+ فل
1, صلاه  ال+ فجر
1," في  خطب +ه وحد +ه رفض  شيخ  اخوان +ي ال+ نووي  ال+ اردني  ,  و  مدح  ال+ نووي  ال+ ايراني"
0, كل +هم فاجرين
0, يارب  اجعلني  من  ال+ صالحين
1, ربنا  يقوي  ايمان +ك
1, هاد  برنامج  و+ سوبر  ستار  بنامج  شوف  البريطان  شو  بعملو  ف+ علن  سوبر  ال+ هبل
0, و  الله  بذل  نفس +ي مره  و  اتنين  و  خمسين  عشان  ال+ غرام  ال+ حلال  احلي  لكن  مين  يحس  و  يفهم  و  يقدر
1, و  الله  ثقف  نفس +ك ده  بيقول  كلام  زي  ال+ فل
1, ال+ مفاعل  ال+ نووي  س+ يحتاج  ل+ شريك  استراتيجي  يمتلك +ه او  جزء  كبير  من +ه و  س+ تدفع  ال+ حكومه  ال+ اردنيه  ثمن  ال+ كهرباء  ل+ هذا  ال+ مستثمر  ل+ ذلك  يوجد  احتمال  كبير  ان  ترتفع  هذه  ال+ فاتوره
0, اللهم  اكثر  من  امثال +ك يا  دكتور  عمرو  و  الله  نفس +نا تشرفنا  في  مسجد  ال+ صديق  بشرتون  هليوبوليس
1, برنامج  ساقط
0, يا  رب  فرج
1, ال+ مواساه  و+ ال+ محبه  ب+ كل  ال+ امور  رمز  ال+ اخوه
1, و+ الله  تحشيش  من  ال+ اخر
0, نعم
1, اللهم  ارزقنا  كما  ترزق  ال+ بغاث  تسلميلي  هنود +ه حلوا +ه كثير  الله  يفتح  عليكي  و  يهدي +نا و  اياكي
1, ال+ عفو
1, يا  ارحم  الراحمين  يا  الله
1, ان  الله  علي  كل  شيء  قدير
1, لا  ل+ ال+ مفاعل  ال+ نووي
0, من  يتقي  الله  يجعل  ل +ه مخرجا
1, يعني  لو  عايزين  يبعوه  بلغوا +ني من  ال+ قرف  هاض  يع  يع  يع
0, يارب  ثبت +نا بعد  اخذ  ال+ قرار  لان  هو  ده  ال+ اهم  و  ال+ اصعب
1, س+ ابقي  راءعا  مع +ك الي  ال+ نهايه  ان  بقيه +ي راءعه  معي  الي  ال+ نهايه
1, حيوان
0, و  نرجو  ل +ك دوام  ال+ خير  و  ال+ محبه  من  الله  و  من  ال+ ناس
1, الله  لا  يحرم  حدا  من  ال+ عاءله  الدافيه  و+ ال+ ذريه  ال+ صالحه
1, كس  ام +كم يالعرب  يابهايم  يابقايا  حضارات  ال+ امم
0, ابتسم  و  هدي  اعصاب +ك
1, اللهم  اجعلني  من  يتشرف  ب +ه ال+ اسلام
1, اللهم  انصر  ال+ اسلام  و+ اعز  ال+ مسلمين
1, انا  لاحظت  ب+ لبنانيين  ان +هم ماعندهم  روح  ال+ كوميديا  نهاءيا
0, لوين  ند +كم توصلوا +نا و  الله  هموم  ال+ مصاريف  قتلت  ال+ صغير  قبل  ال+ كبير  الله  ياخذ  حق +نا من +كم و  لا  يباركلكم
0, و+ ماذا  عن  ال+ تفاءل  في  يوم  ربيع +ي جميل  نحقق  ب +ه ال+ امال  ال+ طوال
1, فضحتونا  من  و+ ين  نحنا  بال  48  عن +نا برامج  هيك  تافها  ومخمجي
0, يا  حلال +ي و+ يا  مالي  ايوش  هيك  لازم  من  زمان
1, اللهم  زيد  ال+ مسلمين  و+ بارك  في +هم
1, س+ ننتصر  علي  @@اعداءنا@@ +نا
1, ضيعت  7  دقايق  من  عمري  ب+ مشاهده  ازنخ  و  اتفه  شخص  ب+ ال+ حياه  الا +لا و  هو  ال+ لي  ب+ ال+ نص  و  لا  حتي  ب+ عرف  اسم +ه
0, ممكن  يكون  احسن  ب+ ال+ اخلاص
1, و+ الله  ان +ي ل+ احس  ب+ ال+ شفقه  علابنات  ال+ جامعات
1, حلوا +ه اوي
1, صباح +ك نقاء  يشبه  سريره +ك
1, اسوا  شعب  الله  في  ال+ كوميديا
0, اللهم  اعني  علي  ذكر +ك و  شكر +ك و  حسن  عباده +ك
1, سخاف +ه ب+ كل  ماتحوي  ال+ كلمه  من  معني
0, يلعن  ام  ال+ حاله  ياخي  و+ ناس +ه
0, في  ايه  يا  و+ ل+ اد  الوثخه  ?
0, ال+ هم  اجعلنا  اخوه  في  الله  واحشرنا  مع  ال+ صديقين  و+ ال+ شهداء  و+ ال+ صالحين
1, ا  عين +ي ع  ال+ صحبه  بس  اكيد  وري +ها مصلحه
0, فظيعين
0, فعلا  ال+ طاقه  ال+ شمسيه  هي  ال+ بديل  و+ ليست  ال+ نوويه  لان  حتي  ال+ دول  ال+ متقدمه  صارت  تتخلص  من  ال+ نووي  و+ تتجه  ل+ ال+ طاقه  ال+ بديله  و+ خصوصا  اح +نا ال+ اردن  بلد  مشمس  عالطول  ال+ سنه  و+ ال+ كلفه  ما  اتوقع  اكثر  من  ال+ طاقه  ال+ نوويه
0, عاهات
0, اكيد  طبعا
1, و  ما  من  دابه  في  ال+ ارض  و  لا  طاءر  يطير  ب+ جناحي +ه الا  علي  الله  رزق +ه
1, مساكين  ها  ال+ بشر
0, ان +هم يمكن  يكونو  قاهرينك
0, عاهات +ك ياعرب
0, ه  .  .  .  لا  نووي  و+ لا  صوبه  بوار +ي .  .  .  ك+ ال+ عاده  نصب +ه جديد +ه
0, الله  و  اخترت  اسم  غالي  علي  قلب +ي قوي  رب +نا يثبت +ك علي  دين  ال+ اسلام  اخترت  صح  ب+ جد
1, ان +ه ال+ نووي  ضرر +ه علي +نا اكتر  بكتير  من  فواءد +ه
0, لاتنساني  من  دعاء +ك ال+ صالح  شيخ +نا .  .
1, الله  اكبر  و+ ال+ عزه  ل+ ال+ سلام
1, ابوا +ها هوه  ال+ مصيبه  .  .  .  .  .  بسس  همم +ه الفلووس  ال+ لي  تجيب +ها بنت +ه
0, ياخي  برنامج  السامج
0, ل+ لهم  اعنا  علي  ادراك  هذا  ال+ معني  ال+ عظيم  يا  رب
1, اعملوا  ل+ اخره +كم
1, نعم  في  ال+ بدايه  كل +هم اروع  من  ال+ روعه
1, ربنايحفظك  ياشيخ
1, الله  يرفع +هم الي  جهنم  جنب  ال+ قذافي  ب+ اسرع  وقت  لان  ال+ ظلم  زاد  عن  حد +ه
0, ب+ الله  علي +كم .  الم  تستحيوا  من  انفس +كم قبل  قدوم +كم الي  هذا  ال+ برنامج  .  ثم  الم  تعلموا  ان  هناك  مسابقات  ل+ انكر  ال+ اصوات  في  قناه  اخري
0, تحي +ه ل+ اهل  فلسطين  ال+ غاليه
1, هذا  تشهير  ملعون  و+ ال+ دين  ال+ مفروض  ما  يعرضون +ه
0, و+ اي  ناس  فاظيين  صج  عاهات  !  !
0, ب+ تقول  كلام  دي  ال+ فل
1, عيب  يغني  ده  ال+ سادات  !  ود +ه ابن  مر +ه
0, تمام
1, انا  ب+ كره +ك
0, لطيف
1, صباح  ال+ خير  و  ال+ اشراق  و  ال+ امل
1, عاهات  ال+ عرب  ال+ جرب
0, هو  رحيم  ب+ كل  شيء  في  ال+ كون  هو  ال+ خالق  ف+ ل+ ابد  ان  يرزق  مخلوقات +ه
1, تسلم  صرمايه +ك
0, ال+ لي  غني  عدول +ه محاوله  استخفاف  دم  من  ال+ برنامج
0, ما  في  احلي  من  ال+ فرح
1, شو  بدو  بهالشوفه  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ?
0, حسب +ي الله  و+ نعم  ال+ وكيل  في +كم .  .
0, الله  اكبر  شو  هيدا  اكل  ال+ رجال
0, يا  مسهل  يا  رب
1, انت  واحد  ما  بتستا  هل  ال+ جزمه
0, لا  تقنتوا  من  رحم +ه الله  ف+ هي  و+ سعت  كل  شيء  مهما  عصينا  فل +نا رب  كبير  رحيم  و+ رحمن
1, اجمل  شيء  مخافه  الله  تعالي
1, راءع
1, الوان  مش  حلوه
0, يعني  هيك  برامج  ب+ تبين  ل+ ال+ ناس  و+ ين  صر +نا و  كم  صارت  نسبه  ال+ تخلف  بين  شباب  امه +نا
0, س+ تجد  مساعده  الله  و+ عون +ه ل +ك عندما +ما تكن  ال+ نيه  صادقه
1, لا  ده  ذكاء
0, صباح  ال+ سعاده  ال+ عامره
1, اوروبا  كل +ها تريد  ال+ تخلص  من  ال+ نووي  و  تحاول  استثمار  ال+ طاقه  ال+ شمسيه  و  ما  عند +هم شمس  قد  ربع +نا و  اح +نا بدنا  ناخذ  الي  راحت  موضه +ه و+ ولي  زمان +ه من  كثر  اخلاص  ال+ قاءمين  علي  مصلحه  ال+ وطن  يا  حسر +ه
0, يلعن  ام +ك
0, اللهم  ثبت +نا ب+ ال+ قول  ال+ ثابت  في  ال+ حياه  ال+ دنيا  و+ في  ال+ اخره
1, و+ نعم  ب+ الله  من  اختار  قرب  الله  ف+ ما  خاب  ابدا  الله  علي  دي  راح +ه ود +ه شعور  ال+ حمد  لل
1, ربنا  اجعلنا  من  ال+ صالحين  و  اهدنا  الي  ال+ ريق  ال+ مستقيم
1, عاهات
0, و+ سبب  ب+ رفعه  ضغط +ك
0, عن  جد  انتي  ما  شاء  الله  عليكي  جزاكي  الله  كل  خير
1, مش  باين  منيح  ليش  عم  تكذبو
0, اسال  الله  ان  يرزق +ني من  يدعو  ل +ي في  ظهر  ال+ غيب
1, يا  رب  كن  ل +ي و+ كيل
1, رضيت  ب+ الله  ربا  و+ ب+ ال+ اسلام  دينا  و+ ب+ محمد  صلي  الله  علي +ه و+ سلم  نبيا  و+ رسولا
1, انا  فعلا  عملت  كد +ه والحمدلله  بقيت  احسن  من  غير  الحجات  الي  رب +نا خد +ها من +ي الحمدلله
1, صباح +ك نور
1, ال+ حمد  ل+ الله  رب  ال+ عالمين  علي  عطا +ه و  رضا
1, يعني  يجبون  كم  واحد  يعطون +هم فلوس  ويجون  يستهبلوا  عند +هم عشان  يحركون  ال+ برنامج
0, ب+ قطع +كم شو  حقودين
0, ال+ حب  ال+ حقيقي  عمله  نادره  فعلا  و+ هو  نعمه  كبيره  من  الله  عزوجل
1, ب+ كتب  ع  اوراق  ال+ شجر  يقول  موهبتي  و+ انا  صغير  الله  يسامح  ال+ لي  كاذب  علي +ه
0, تحيات +ي ياشيخ
1, بلا  هم  و  بلا  وجع  راس  خليك  رايق  دايما
1, ابتسم  بني +ه طيب +ه و  فقط
1, و+ الله  حرام  يعني  مايدرون  ان +هم مصخره
0, حبل  ال+ جذب  اكصي
1, عاهات  و+ عهد  الله  عاهات  ايه  ال+ لي  خلي +هم يغنو  دول
