Feed,Sentiment
 جزي +ك الله  كل  خير  دكتور  عمرو  رب +نا يتقبل  من +نا من +كم ساءر  ال+ اعمال,Positive
 جزمه +ي الا +لا اقول +ك اسفل  جزمه +ي ال+ ثوره  في  سوريا  ما  اشعل +ها الا  ال+ وهابيين  ال+ لي  هم  ال+ سلفيين,Negative
 جسم +ها حلو  ترقص  عاري +ه,Negative
 جمال  ال+ صفحه  من  جمال +كم رقي  اخلاق +كم انا  متاكد  ان  صفحه +نا س+ تعجب +ك ف+ انضم  الي +نا ادعو  @@اصدقاءك@@ +ك ف+ نحن  نسعد  بك  ب +هم,Positive
 جمهور  لا  يياس  الي  اخر  ثانيه,Positive
 جميل  جدا,Positive
 جميل +ه ال+ معاني  ال+ مجرده  التي  تنزوي  عند  ال+ تطبيق,Positive
 جميل +ه اوي  اوي  اوي  يارب  ال+ كل  يحس  معني  ال+ كلام  ده,Positive
 جهنم  و+ ب+ اس  ال+ مصير,Negative
 جورج  و+ سوف  حلب  مو  طبيعي,Negative
 حالات  مرضي +ه نفسي +ه مستعصيا +ه لا  يستطيع  شفاء +ها لا  ال+ علم  لا  ال+ فن,Negative
 حاوي +ه زبال +ه ب+ وجه +ك,Negative
 حبيبي  شرلبوني  يموت  شرلبونا  انا  مدريدي  ?  لكن  مان +ي مغير  ل+ عيون +ه,Negative
 حتي  بالستايل  مقلده  الله  ياخذ  عمر +ه ال+ غبي,Negative
 حتي  في  ال+ تخلف  مش  ف+ ال+ حين  منيح,Negative
 حتي  نعرف  نحل  مشكل +ه ال+ مجاري  بعدين  منعمل  مفاعلات,Negative
 حثاله  شباب  صايع,Negative
 حثاله  علي  حثاله  و+ ال+ حثاله  انظف  من +هم,Negative
 حرام  ال+ سخريه  من  ال+ ناس,Negative
 حرام  تحمل  اسم  عظيم  زي  هيك,Negative
 حرام  علي +ك كانو  ب+ قر +ه ب+ تولد,Negative
 حرام  علي +ك ماتشوفه  شلون  يصارخ  كان +ه مشجع  في  ملعب,Negative
 حرام  و+ الله  حزنت  علي +ه شو  هالموقف  ال+ شنع,Negative
 حرف  ال+ راء  مصيبه  ريس,Negative
 حرك +ه ارحمينا  الله  يشيل +ك اقول  كيف  اخوكي  وابوكي  راضيين  عن +ك اف  عند +ك ايزي,Negative
 حزن +ي كثير  و+ الله,Negative
 حسب +نا الله  ايش  صاير  ل+ شباب +نا ال+ حشيش  و+ ال+ مخدرات  غزه +هم الله  يهون +ها و+ يحفظ  شباب  و+ بنات  ال+ اردن,Negative
 حسب +نا الله  نعم  ال+ وكيل  في  اناس  هم +هم تجويع  ال+ شعب,Negative
 حسب +نا الله  نعم  ال+ وكيل  في +كم في  مجلس  ال+ نواب  ال+ حالي  الذي  لا  يمثل  ال+ شعب  ال+ اردني  ف+ هم  غير  ساءلين  عن  ال+ شعب  يبحثون  عن  مناصب  وزاريه  رواتب  خيالي +ه بينما  ال+ مواطن  ال+ اردني  طفح  ال+ كيل  مع +ه اصبح  لا  يطيق  ال+ حياه,Negative
 حسب +ي الله  علي +كم الله  ب+ حاسب +كم علي  كل  حد  بينفتن  ب+ سلب +كم الله  لا  يسامحكم,Negative
 حسب +ي الله  نعم  ال+ وكيل  في  كل  ظالم  مفتري  الله  يعين  ال+ شعب,Negative
 حسيت  كل +ه تمثيل  و+ سخاف +ه غباء,Negative
 حطمت  كل  احلام +ي ال+ بريءه,Negative
" حظ  من  ينعم  ب+ محب +ه ال+ صغار  قبل  ال+ كبار  ,  لان  محبه +هم صادق +ه و+ من  ال+ قلب",Positive
 حفظ  الله  ابناء  و+ بنات  الام +ه جميع,Positive
 حفظ  الله  وطن +نا من  ال+ منافقين  المتاردنين,Negative
 حفظ  سور  جديد +ه تسميعها  في  ال+ صلاه  يساعد  علي  ال+ تركيز,Positive
 حقا  مزبوط  صدقت,Positive
" حقيق +ه ال+ عمل  ال+ تطوعي  ,  يساعد  في  ال+ قضاء  علي  اوقات  ال+ فراغ  ,  يمنح +ك خبرات  و+ تجربه  جديد +ه",Positive
 حقيقي  لازم  نجمد  قلب +نا عن  اي  حاج +ه غلط,Positive
 حكي  فاضي,Negative
 حلمي  اكون  ممثل +ه افلام  دعار +ه,Negative
 حلمي  ان  اكون  مثل  سوشي,Positive
 حلو  ال+ شخص  يكون  عند +ه هدف  يشتغل  علي +ه لكن  ال+ دراسه  شء  ضروري,Positive
 حلو  صديق  عمري,Positive
 حلو  كلام +ك عزيزي,Positive
 حلو  .  .  .  نفس  العرطه  سمعنا +ها قبل  4  سنين  .  .  .  طيب  تصرف  وسوبديلك  اشي  يرفع  اقتصاد  ال+ بلد,Negative
 حلوا +ه اوي  ال+ حمله  دي  و+ رب +نا يارب  يكرم +ك و+ كل  الي  بيتبرعو,Positive
 حلوا +ه قوي  يا  عمرو  لو  كل  واحد  تيقن  من  هذه  ال+ قصه  لن  يوجد  حاسد  لا  ظالم  لا  متواكل  اللهم  ارزقنا  رزقا  حلال  طيبا  اللهم  امين,Positive
 حلوا +ه و+ هي  ساكت +ه اذا  ابتسم  كرهت  شكل +ها,Negative
 حمي +ك الله  من  ال+ نكد,Positive
 حينما  ننجح  في  ال+ انتصار  علي  انفس +نا,Positive
 حيوان  و+ كلب  الله  يموت +ك,Negative
" خبار  ال+ موت  تهز  قلوب +نا ب+ عمق  و+ س+ ياتي  ال+ يوم  الذي  تهتز  في +ه قلوب  من  حول +نا ل+ موت +نا ,  يارب  نسال +ك حسن  ال+ ختام  و+ رضا +ك عن +نا",Positive
 خبر  عاجل  يمنع  ل+ جميع  ال+ مجانين  ال+ تقدم  الي  سوبر  ستار,Negative
 خبل  معوق,Negative
 خت  قرار  كتير  و+ ب+ رجع  تاني  بحاول  اتغير  و+ مش  عرف +ه,Positive
 خراي  علي  احسن  علوي  و+ محب  لهاجحش  خربت  سوريه  ياكلب,Negative
 خر +ي علي +ك,Negative
 خساره  في +ك اسم +ك :,Negative
 خسءو  و+ خسء  امثال +هم و+ من  طاوع +هم,Negative
 خفي  علي +نا يا  حج +ه بلا  مانسمع  صوه +ك ال+ ناعم  و+ يصيب +نا صرع,Negative
 خلت +ني اضحك  رغم  ان +ي مكتءب +ه جدا,Positive
 خلق  ال+ ايثار,Positive
 خليه  يرفع  لكن  ال+ لي  عند +ه وطني +ه انتماء  يصف  سياره +ه ب+ ال+ شارع  يروح  علي  ال+ شغل  مشي,Negative
 خير  ال+ كلام  ما  قل  دل,Positive
 خير  صديق  في  ال+ زمان  كتاب,Positive
 دار  ال+ زمن  و+ صار  ال+ وسط  ال+ فني  كل +ه نفس  ذي  ال+ عاهات  ووضحكو  هما  علي +نا,Negative
 داءما  تبعث  ال+ نشاط  ال+ حيويه  في  ال+ نفوس  مع  كل  صباح  اسعد  الله  صباح +ك,Positive
 دخيل  عين +ك يادكتور  كلام +ك ذهب,Positive
 درب +ي زدني  ثقتا  بك  ف+ ان +ه لايخيب  من  وثق  بك,Positive
 دعاء  جميل  ماشاء  الله,Positive
 دعوات +ك ل +نا يا  شيخ  سلمان  ب+ ال+ توفيق  ال+ فلاح  ال+ ظفر  حسن  ال+ خاتمه,Positive
 دعوا +ه اخا +ك ب+ ظهر  ال+ غيب  لا  ترد,Positive
 دعوا +ه ال+ مءمن  ل+ اخ +ه ب+ ظهر  ال+ غيب  اسرع  من  ال+ برق,Positive
 دلوعه  حيوان +ه ?,Negative
 دمر +ني النصاني  هودعيك  يربي  بطن +ي,Negative
 دم +ك ثقيل,Negative
 ده  عمل +ه نادره  ال+ اخلاق  ملهاش  علاق +ه ب+ ال+ دين,Positive
 دي  اخلاق  ال+ سلف  ال+ صالح,Positive
 راءع  و+ ل+ اجمل  ?  حب  رب +نا,Positive
 راءعين  يا  مصريين,Positive
 رب  فعل  صغير  يستعظم +ه غير +ك خاص +ه ان  كنت  تمثل  ال+ اسلام,Positive
 رب  كريم,Positive
 رب +ك دايما  جنب +ك لو  ناديتوا  ها  تلاق +ه,Positive
 رب +ك دايما  جنب +ك لو  نديت +ه هتلاقيه,Positive
" ربما  تنام  و+ عشرات  ال+ دعوات  ترفع  ل +ك ,  من  فقير  اعنه +ه او  جاءع  اطعمه +ه ,  او  حزين  اسعدت +ه اومكروب  نفست  عن +ه ,  ف+ لا  تستهن  ب+ فعل  ال+ خير",Positive
 ربنا  اجعلنا  من  ال+ صالحين  اهدنا  الي  ال+ ريق  ال+ مستقيم,Positive
 ربنا  اصلح  احوال +نا,Positive
 ربنا  المستعان  ادعولنا  ارجو +كم,Positive
 رب +نا لا  تزغ  قلوب +نا بعد  ان  هديت +نا,Positive
 ربنا  يبارك  في +ه يكون  قدو +ه ل+ ال+ جميع  ال+ مسلمين  في  انحاء  ال+ عالم,Positive
 ربنا  يباركلك  يا  استاذ +ي يعز +ك,Positive
 ربنا  يتوب  علي +نا من  ال+ معاصي,Positive
 ربنا  يثبت +ه,Positive
 ربنا  يحمي  ال+ اسلام  و+ ال+ مسلمين,Positive
 ربنا  يستر  و+ اخلاق  المتاسلمين  لا  ترجع +ه مر +ه اخري,Positive
 ربنا  يسهل,Positive
 ربنا  يشفي +هم,Positive
 ربنا  يصلح  احوال +نا يا  رب  ظاهرا  باطن,Positive
 ربنا  يصلح  حال +نا جميعا,Positive
 ربنا  يعنا  علي  كل  شيء,Positive
 ربنا  يعين +نا علي  نفس +نا,Positive
 ربنا  يقدر +ني و+ يعفو  عن +ي,Positive
 ربنا  يقوي  ايمان +ك,Positive
 ربنا  يقويكي  علي  اخد  ال+ قرار  الصح  و+ احسن +ي ال+ ظن  ب+ الله  و+ توكلي  علي +ه و+ رب +نا يقويكي  علي  ضعف +ك يارب  و+ يعد +ك عن  ال+ غلط  ده,Positive
 ربنا  يقوي +نا و+ يقدر +نا,Positive
 ربنا  يكتر  من  امثال +ك يا  مصطفي,Positive
 ربنا  يكرم +ك علي  سعي +ك و+ حب +ك ل+ ال+ مساعده,Positive
 ربنا  يكرم +ك يا  دكتور,Positive
 ربنا  يكفي +نا هذا  ال+ شر,Positive
 ربنا  يهدي +نا يهدي  بينا  ام +ه محمد  ال+ غافلين,Positive
 ربنا  يهدي +ني و+ يجعل +ني من  ال+ خاشعين  و+ ال+ مسلمين  اجمعين,Positive
 ربنا  يوفق  ال+ جميع  علي  ال+ خشوع,Positive
 ربنايحفظك  ياشيخ,Positive
 ربنايقويك  اتشجعي  و+ خوذ +ي قرار  و+ خلي  ال+ صحبه  الصلحه  جنبي +ك,Positive
 ربي  يزيدن  ايمان  و+ تق +ه يارب,Positive
 ربي  ارزقني  حلو  ال+ حياه  و  جمال  ال+ حظ  و  سعه  ال+ رزق  و  راح +ه ال+ بال,Positive
 ربي  اشرح  ل +ي صدري  و  احلل  عقد +ه من  لسان +ي,Positive
 ربي  يكون  ب+ ال+ عون  ياخي  ف+ قد  احزن +ني كلام +ك,Negative
 ربي  ينعم  علي +نا ب+ نعم +ه ال+ خشوع,Positive
 رب +ي يهدي +هن,Positive
 رجعتولنا  ال+ فرحه  ال+ لي  نسينا +ها,Positive
 رح  اجتهد  ب+ ان +ي اكون  حلو +ه يوم  عرسي  مش  اكون  مثل  ال+ قرده,Negative
 رحم +ه الله  رحم +ه واسع +ه و+ اسكن +ه فسيح  جنات +ه .  .  نعم  ال+ دكتور  و+ نعم  ال+ داعيه  و+ نعم  ال+ اب  و+ نعم  ال+ صديق  .  .  .  .  مخلص  في  عمل +ه .  .  .  صدوق  في  دعوه +ه,Positive
 رضيت  ب+ الله  ربا  و+ ب+ ال+ اسلام  دينا  و+ ب+ محمد  صلي  الله  علي +ه و+ سلم  نبيا  و+ رسولا,Positive
 رعب  و+ خوف  علي  وجه +ك ياجبان,Negative
" رغم  ان +ي اول  من  اثار  فضيحه  في  ال+ مناهج  ال+ مقرره  في  ال+ اردن  طوال  عقود  مضت  ,  و  عوقبت  ب+ ال+ فصل  عد +ه مرات  من  ال+ تربيه",Negative
 ركز  في  ال+ اجابه  و+ قول  يارب  و+ خد  قرار,Positive
 رهيب  حسن  تعالي  تعالي,Negative
 روح  اكتب  اشي  زي  ال+ عالم  ال+ ناس  بدل  ما  انت  بتتهبل  هيك  بتتمسخر  يا  مسخر +ه,Negative
 روح  موت  و+ انتحر,Negative
 روع +ه ال+ اشياء  تبقي  رواءح +ها بقي  اصحاب +ها ام  انصرفوا,Positive
 ريحت +ك طلعت,Negative
 رءيس  مو  عارف  يحكي  حرف  ال+ اس  روح  تخيب  و+ ل +ك يلعن +ها انيس +ه علي  هيك  جحش  خلفتو,Negative
 زاكي  اكيد  رهف  ب+ كفي  ان +ه من  مشتقات  ال+ حليب,Positive
 زمان  المطربيين  ال+ لي  غنو  ل +هم ال+ معاتيه  دول  ولعو  في  مقابر +هم وبيعيطو  بدل  ال+ دموع  دم  علي  تراث +هم ال+ لي  راح,Negative
 زنخ +ه زي +ك,Negative
 زهايمر  و+ خرف  و+ حبتين  كبتاجون,Negative
 س+ ابقي  راءعا  مع +ك الي  ال+ نهايه  ان  بقيه +ي راءع +ه معي  الي  ال+ نهايه,Positive
 س+ اتر +ك حب +ك ليس  كرها  في +ك و+ لكن  ل+ كثر +ه ال+ شركاء  في +ه,Positive
 ساعات  ال+ لي  في  ال+ سر  هو  ال+ لي  بيخلي  ال+ ناس  تحبك  في  ال+ علن  من  غير  ما  يكونوا  عارفين  الا  ان +هم بيحبوك  من  غير  سبب,Positive
" ساعد  نفس +ك ب+ نفس +ك حتي  تجد  ال+ طريق  ال+ مناسب  الذي  تريد +ه ,  اكتشف  قدرات +ك و+ استغل  مواهب +ك و+ لا  تترك  نفس +ك لحيث  تاخذ +ك ال+ رياح  ف+ ينتهي  ال+ عمر  قبل  ان  تحقق  حلم +ك !",Positive
 سافل  و  غشاش,Negative
 سالت  اصحاب +ي ف  هذا  ال+ مجال  و  حكولي  غير  هيك  .  ال+ موضوع  مكلف  .  ال+ كل  باكد  ان +ه ال+ حل  ل+ وضع  ال+ اردن  ال+ حرج  هو  طاق +ه نوويه,Negative
 سبحان  الله  اللهم  ارزقنا  ال+ طمانينه  ال+ يقين,Positive
 سبحان  الله  ان  الله  يرزق  ال+ دوده  في  جوف  ال+ بحر,Positive
 سبحان  الله  ب+ حمد +ه عدد  خلق +ه رضي  نفس +ه زن +ه عرش +ه مداد  كلمات +ه,Positive
 سبحان  الله  خالق  ال+ سماوات  ال+ ارض,Positive
 سبحان  الله  قادر  علي  كل  شيء,Positive
 سبحان  الله  ل +ه في  خلق +ه شءون,Positive
 سبحان  الله  مالك  ال+ سموات  ال+ ارض,Positive
 سبحان  الله  مواقف  ل +ها معني  قيم +ه فعلا  تعلم  ما  شاء  الله,Positive
 سبحان +ك رب +نا ال+ واحد  ال+ احد  لا  شريك  ل +ك تحيي  تميت  انت  علي  كل  شيء  قدير  صلي  الله  سلم  علي  نبي +نا محمد  علي  اله  صحبه  اجمعين,Positive
 سبحان +ك ربي  ان +ي كنت  من  الضالمين,Positive
 سبحان +ه يهدي  من  يشاء  لا  اله  الا  الله  محمد  رسول  الله,Positive
 س+ تجد  مساعد +ه الله  و+ عون +ه ل +ك عندما +ما تكن  ال+ نيه  صادق +ه,Positive
 ستضافتهم  و+ عامله +هم معامل +ه انساني +ه و+ لم  تحصر +هم في  مخيمات  تفتقر  ل+ ادني  مطلوبات  ال+ حياه  مثل  ال+ اردن,Positive
 سخافات  و+ تخلف  شباب  و+ صبايا  هل  ال+ ايام,Negative
 سخاف +ه ال+ شاميين  ابدا  ما  ينفع  ل +هم ال+ كوميديا,Negative
 سخاف +ه ب+ كل  ماتحوي  ال+ كلمه  من  معني,Negative
 سخاف +ه مال +ها حدود,Negative
 سخيف  مر +ه يمسخرون  ال+ واحد  ومافي  شي  يضحك  اصلا,Negative
 سخيف +ه قوه,Negative
 سعاده +نا تكون  ب+ حسن  ال+ استمتاع  ب+ ال+ اشياء  التي  نحصل  علي +ها كما  تكون  ب+ حسن  ال+ استغناء  عن  ال+ اشياء  التي  نحرم  من +ها,Positive
 سلام  علي +كم طبتم  تقال  ل+ ال+ طيبين  عندما +ما يساقون  ل+ لجن +ه و+ هم  من  طابت  اقوال +هم و+ افعال +هم في  ال+ دنيا  .  اللهم  اجعلنا  من +هم .  .,Positive
